,Ano de Registo,Combustível,Condição,ID,Marca,Matrícula,Origem,Potência,Quilómetros,Segmento,Tipo de Caixa,Valor Fixo,Classe do veículo,Série
8753,2017,Diesel,Usados,8075740967,Peugeot,,Importado,120 cv,156 611 km,Utilitário,Manual,,Classe 1,
8754,2005,Diesel,Usados,8065833950,Peugeot,,,68 cv,84 000 km,Monovolume,,,,
8755,2019,Gasolina,Usados,8072858324,Renault,44514,,115 cv,14 378 km,Carrinha,Manual,Sim,,
8756,2010,Diesel,Usados,8050209383,Mercedes-Benz,,Nacional,204 cv,131 641 km,Sedan,Automática,Sim,,Classe E
8757,2016,Diesel,Usados,8075614946,Citroën,00-00-00,Importado,100 cv,134 937 km,Citadino,Manual,,Classe 1,
8758,2017,Diesel,Usados,8073032832,Audi,45085,,110 cv,55 376 km,Utilitário,Manual,Sim,,
8759,2020,Gasolina,Novos,8075587493,Kia,,Nacional,67 cv,1 km,Pequeno citadino,Manual,Sim,Classe 1,
8760,2009,Diesel,Usados,8070644148,VW,,,75 cv,117 417 km,Citadino,Manual,,,
8761,2020,Eléctrico,Novos,8075591929,Kia,,Nacional,204 cv,1 km,SUV / TT,Automática,Sim,,
8762,2020,Gasolina,Novos,8075591114,Kia,,Nacional,100 cv,1 km,SUV / TT,Manual,Sim,Classe 1,
8763,2014,Diesel,Usados,8074298701,VW,,Nacional,105 cv,200 000 km,Sedan,Manual,,,
8764,2015,Diesel,Usados,8036348759,SEAT,,Importado,75 cv,92 507 km,Citadino,Manual,Sim,Classe 1,
8765,2016,Gasolina,Usados,8075615252,Smart,,,90 cv,43 600 km,Pequeno citadino,,Sim,,
8766,2010,Gasolina,Usados,8063729222,Audi,,,125 cv,167 909 km,Utilitário,Manual,,,
8767,2016,Diesel,Usados,8075615375,Peugeot,,,75 cv,60 000 km,Citadino,,,,
8768,2015,Diesel,Usados,8072989130,Renault,,,160 cv,105 000 km,Monovolume,,,,
8769,2020,Gasolina,Novos,8075587664,Kia,,Nacional,84 cv,1 km,Citadino,Manual,Sim,Classe 1,
8770,2002,Gasolina,Usados,8075614783,Toyota,,,81 cv,160 km,Sedan,,Sim,,
8771,1977,Gasolina,Usados,8012678520,Volvo,,Nacional,108 cv,197 000 km,Carrinha,Manual,,,
8772,2020,Gasolina,Usados,8075591979,Kia,,Nacional,120 cv,1 km,Utilitário,Manual,Sim,Classe 1,
8773,2013,Diesel,Usados,8072372239,BMW,,Importado,184 cv,170 000 km,Coupé,Automática,Sim,Classe 1,Série 4
8774,2012,Gasolina,Usados,8073099662,Toyota,,,68 cv,35 867 km,Pequeno citadino,,Sim,,
8775,2003,Diesel,Usados,8075615489,Citroën,,Nacional,70 cv,303 000 km,Carrinha,Manual,,Classe 1,
8776,2011,Diesel,Usados,8074540218,Lancia,,Nacional,90 cv,158 000 km,Pequeno citadino,Manual,,,
8777,2018,Eléctrico,Usados,8075627651,Nissan,,Nacional,150 cv,22 500 km,Utilitário,Automática,,Classe 1,
8778,2018,Gasolina,Usados,8075604193,Porsche,,Nacional,420 cv,18 476 km,Coupé,Automática,,Classe 1,911 (Todos)
8779,2020,Gasolina,Novos,8075586871,Kia,,Nacional,204 cv,1 km,Citadino,Manual,Sim,Classe 1,
8780,2011,Diesel,Usados,8075615339,Ford,,Nacional,115 cv,160 000 km,Monovolume,Manual,,Classe 1,
8781,2015,Diesel,Usados,8075615201,SEAT,,,110 cv,148 000 km,Carrinha,Manual,,Classe 1,
8782,2013,Diesel,Usados,8072372239,BMW,,Importado,184 cv,170 000 km,Coupé,Automática,Sim,Classe 1,Série 4
8783,2020,Diesel,Novos,8075591019,Kia,,Nacional,136 cv,1 km,SUV / TT,Automática,Sim,Classe 1,
8784,2020,Diesel,Novos,8075591677,Kia,,,204 cv,1 km,Carrinha,Automática,Sim,Classe 1,
8785,2018,Diesel,Usados,8075615503,Nissan,,,110 cv,48 390 km,SUV / TT,Manual,,Classe 1,
8786,2007,Diesel,Usados,8061656372,Opel,,Nacional,90 cv,88 000 km,Carrinha,Manual,Sim,Classe 1,
8787,2018,Eléctrico,Usados,8075627651,Nissan,,Nacional,150 cv,22 500 km,Utilitário,Automática,,Classe 1,
8788,2015,Diesel,Usados,8062078490,Renault,,Nacional,110 cv,88 438 km,Carrinha,Manual,Sim,,
8789,2004,Diesel,Usados,8075614662,Nissan,00-00-00,Nacional,130 cv,169 000 km,SUV / TT,Manual,Sim,,
8790,2015,Diesel,Usados,8075615377,Ford,53QI74,Nacional,120 cv,121 000 km,Carrinha,Manual,Sim,,
8791,2020,Diesel,Novos,8075589937,Kia,,Nacional,136 cv,1 km,Carrinha,Automática,Sim,Classe 1,
8792,2010,Diesel,Usados,8069782559,BMW,,,184 cv,198 000 km,Carrinha,Automática,,,Série 5
8793,2015,Diesel,Usados,8072989130,Renault,,,160 cv,105 000 km,Monovolume,,,,
8794,2018,Gasolina,Usados,8038750991,Nissan,,Nacional,90 cv,14 943 km,Citadino,Manual,Sim,Classe 1,
8795,2017,Diesel,Usados,8052947934,Land Rover,,Nacional,306 cv,48 000 km,SUV / TT,Automática,,,
8796,2014,Diesel,Usados,8075615179,Peugeot,,,68 cv,88 500 km,Citadino,Manual,,Classe 1,
8797,2015,Diesel,Usados,8062078490,Renault,,Nacional,110 cv,88 438 km,Carrinha,Manual,Sim,,
8798,2019,Gasolina,Usados,8068812662,Renault,,Nacional,90 cv,1 610 km,SUV / TT,Manual,,Classe 1,
8799,2019,Gasolina,Usados,8068810011,Opel,,Nacional,83 cv,1 173 km,SUV / TT,Manual,,Classe 1,
8800,2015,Diesel,Usados,8068679322,Fiat,,Nacional,95 cv,47 837 km,Pequeno citadino,Manual,,Classe 1,
8801,2014,Diesel,Usados,8073882574,Mercedes-Benz,,,90 cv,147 374 km,Utilitário,Manual,,Classe 1,Classe A
8802,2015,Diesel,Usados,8068679956,VW,,Nacional,120 cv,80 156 km,Carrinha,Manual,,Classe 1,
8803,2018,Diesel,Usados,8068676359,BMW,,Nacional,116 cv,41 227 km,Utilitário,Automática,,Classe 1,Série 1
8804,2017,Gasolina,Usados,8068643732,VW,,Nacional,75 cv,48 323 km,Citadino,Manual,,Classe 1,
8805,2013,Diesel,Usados,8075702417,Renault,,,110 cv,140 000 km,Carrinha,,,,
8806,2018,Diesel,Usados,8047581869,Fiat,,,85 cv,28 883 km,Carrinha,Manual,,Classe 1,
8807,2014,Diesel,Usados,8069303065,BMW,,Nacional,163 cv,173 000 km,Carrinha,Manual,Sim,Classe 1,Série 3
8808,2015,Diesel,Usados,8071592147,Peugeot,,,120 cv,158 000 km,Carrinha,Manual,,Classe 1,
8809,2014,Diesel,Usados,8074292234,Toyota,,Nacional,90 cv,110 250 km,Sedan,Manual,,Classe 1,
8810,2018,Gasolina,Usados,8075615681,Smart,,Nacional,90 cv,13 115 km,Pequeno citadino,Automática,Sim,,
8811,2007,Gasolina,Usados,8074272275,MINI,,,120 cv,195 000 km,Citadino,Manual,,Classe 1,
8812,2017,Diesel,Usados,8075604926,VW,54-ZT-81,Importado,75 cv,104 000 km,Citadino,Manual,,,
8813,2019,Diesel,Usados,8068670498,VW,,Nacional,115 cv,24 242 km,Utilitário,Manual,,Classe 1,
8814,2017,Diesel,Usados,8056505955,Citroën,,Nacional,75 cv,94 840 km,Citadino,Manual,,Classe 1,
8815,2013,Diesel,Usados,8051715052,VW,,Nacional,140 cv,155 000 km,Carrinha,Manual,,Classe 1,
8816,2012,Diesel,Usados,8074230772,Peugeot,,Nacional,112 cv,114 350 km,Utilitário,Manual,Sim,Classe 1,
8817,2015,Diesel,Usados,8071592147,Peugeot,,,120 cv,158 000 km,Carrinha,Manual,,Classe 1,
8818,2010,Diesel,Usados,8075286924,Fiat,,,128 cv,190 000 km,Carrinha,,,,
8819,2018,Diesel,Usados,8075615640,Renault,,,90 cv,61 425 km,SUV / TT,Manual,,Classe 1,
8820,2019,Gasolina,Usados,8068648335,VW,,Nacional,80 cv,9 110 km,Citadino,Manual,,Classe 1,
8821,2017,Gasolina,Usados,8075615577,Peugeot,,Nacional,82 cv,19 000 km,Citadino,Manual,,,
8822,2017,Diesel,Usados,8037889755,Renault,,Nacional,90 cv,29 441 km,Citadino,Manual,,Classe 1,
8823,2019,Gasolina,Usados,8068804230,Peugeot,,Nacional,130 cv,5 521 km,Utilitário,Manual,,Classe 1,
8824,2014,Diesel,Usados,8068948200,Audi,,Nacional,110 cv,40 351 km,Utilitário,Manual,,Classe 1,
8825,2016,Diesel,Usados,8047327383,Renault,,Importado,130 cv,70 164 km,Carrinha,Manual,,Classe 1,
8826,2017,Diesel,Usados,8068673536,Fiat,,Nacional,95 cv,61 817 km,SUV / TT,Manual,,Classe 1,
8827,2016,Diesel,Usados,8073022707,Mercedes-Benz,00-00-00,,177 cv,113 011 km,Carrinha,Automática,,Classe 1,Classe CLA
8828,2018,Gasolina,Usados,8072858959,Skoda,45160,,95 cv,35 596 km,Carrinha,Manual,Sim,,
8829,2015,Diesel,Usados,8047580580,Fiat,,Nacional,85 cv,67 772 km,Citadino,Manual,,Classe 1,
8830,2008,Diesel,Usados,8075615627,Fiat,,Nacional,85 cv,163 477 km,Citadino,Manual,,,
8831,2013,Diesel,Usados,8075702417,Renault,,,110 cv,140 000 km,Carrinha,,,,
8832,2017,Diesel,Usados,8063737298,Nissan,24-TP-51,Nacional,110 cv,77 006 km,SUV / TT,Manual,,,
8833,2013,Diesel,Usados,8075615521,Citroën,,,120 cv,113 704 km,Utilitário,Automática,,,
8834,2018,Diesel,Usados,8068645881,Peugeot,,Nacional,130 cv,27 499 km,Utilitário,Manual,,Classe 1,
8835,2015,Diesel,Usados,8050409866,Citroën,,Nacional,100 cv,78 862 km,Utilitário,Manual,,Classe 1,
8836,2013,Diesel,Usados,8051715052,VW,,Nacional,140 cv,155 000 km,Carrinha,Manual,,Classe 1,
8837,2016,Diesel,Usados,8073022707,Mercedes-Benz,00-00-00,,177 cv,113 011 km,Carrinha,Automática,,Classe 1,Classe CLA
8838,2015,Diesel,Usados,8075644339,Audi,,,110 cv,140 000 km,Sedan,,,,
8839,2017,Gasolina,Usados,8037592348,SEAT,01-TX-07,Nacional,75 cv,14 618 km,Citadino,Manual,Sim,,
8840,2018,Diesel,Usados,8056500256,Peugeot,,,100 cv,13 212 km,SUV / TT,Manual,,,
8841,2019,Gasolina,Usados,8074269278,SEAT,,Nacional,115 cv,12 551 km,SUV / TT,Manual,,Classe 1,
8842,2019,Diesel,Usados,8073032831,Renault,45481,,115 cv,13 046 km,Utilitário,Manual,Sim,,
8843,2005,Diesel,Usados,8074290871,Peugeot,,Nacional,110 cv,269 004 km,Carrinha,Manual,Sim,Classe 1,
8844,2018,Diesel,Usados,8067461610,Fiat,28-VA-67,Nacional,120 cv,69 955 km,Carrinha,Manual,,,
8845,2019,Diesel,Usados,8073032830,Mercedes-Benz,45589,,116 cv,23 668 km,Utilitário,Manual,Sim,,Classe A
8846,2017,Diesel,Usados,8049151696,Citroën,23-SQ-42,Nacional,75 cv,24 804 km,Citadino,Manual,,,
8847,2015,Diesel,Usados,8075643771,Mercedes-Benz,,,170 cv,170 000 km,Carrinha,,,,Classe C
8848,2017,Diesel,Usados,8037776822,Volvo,,Importado,120 cv,67 427 km,Utilitário,Manual,,Classe 1,
8849,2018,Diesel,Usados,8074307266,Opel,,Nacional,99 cv,42 651 km,SUV / TT,Manual,,Classe 1,
8850,2019,Gasolina,Usados,8068811535,Peugeot,,Nacional,82 cv,3 109 km,SUV / TT,Manual,,Classe 1,
8851,2019,Diesel,Usados,8071978362,Mercedes-Benz,,,190 cv,10 308 km,Sedan,Automática,,Classe 1,Classe C
8852,2005,Diesel,Usados,8074292348,Peugeot,,Nacional,110 cv,201 326 km,Carrinha,Manual,,Classe 1,
8853,2015,Diesel,Usados,8075644339,Audi,,,110 cv,140 000 km,Sedan,,,,
8854,2012,Diesel,Usados,8075615755,BMW,,,184 cv,206 000 km,Carrinha,Automática,,Classe 1,Série 3
8855,2012,Híbrido (Gasolina),Usados,8075615935,Porsche,,Importado,380 cv,112 844 km,Sedan,Automática,Sim,,
8856,2016,Híbrido (Gasolina),Usados,8075615965,BMW,,,170 cv,24 600 km,Citadino,Automática,Sim,,Série i
8857,2018,Gasolina,Usados,8047328439,Opel,,Nacional,70 cv,30 443 km,Citadino,Manual,,Classe 1,
8858,2017,Diesel,Usados,8068958562,Fiat,,Nacional,95 cv,62 177 km,Citadino,Manual,,Classe 1,
8859,2015,Diesel,Usados,8075643771,Mercedes-Benz,,,170 cv,170 000 km,Carrinha,,,,Classe C
8860,2017,Diesel,Usados,8074271315,Hyundai,,Nacional,75 cv,68 439 km,Citadino,Manual,,Classe 1,
8861,2017,Diesel,Usados,8068961963,Ford,,Nacional,120 cv,92 917 km,Carrinha,Manual,,Classe 1,
8862,2018,Gasolina,Usados,8068960450,Opel,,Nacional,105 cv,18 895 km,Utilitário,Manual,,Classe 1,
8863,2018,Diesel,Usados,8061960709,Peugeot,47-UN-84,Nacional,100 cv,37 188 km,Carrinha,Manual,,,
8864,2017,Diesel,Usados,8041903548,Renault,,Nacional,90 cv,21 456 km,Citadino,Manual,,Classe 1,
8865,2013,Diesel,Usados,8074272543,Audi,,Nacional,313 cv,144 000 km,Carrinha,Automática,,Classe 1,
8866,2016,Diesel,Usados,8068950331,Audi,,Nacional,90 cv,65 385 km,Citadino,Manual,,Classe 1,
8867,2018,Diesel,Usados,8074307266,Opel,,Nacional,99 cv,42 651 km,SUV / TT,Manual,,Classe 1,
8868,2001,Diesel,Usados,8060802375,Mercedes-Benz,,Nacional,163 cv,408 354 km,SUV / TT,Automática,Sim,,Classe M
8869,2016,Gasolina,Usados,8075614834,Mazda,50-RI-43,Nacional,131 cv,33 000 km,Cabrio,Manual,Sim,,
8870,2018,Gasolina,Usados,8074275195,Fiat,,,75 cv,35 955 km,Pequeno citadino,Manual,,Classe 1,
8871,2013,Diesel,Usados,8075616030,Renault,,,95 cv,146 000 km,Utilitário,Manual,,,
8872,2011,Diesel,Usados,8075459776,BMW,,,115 cv,189 820 km,Carrinha,Manual,Sim,,Série 3
8873,2011,Diesel,Usados,8075459776,BMW,,,115 cv,189 820 km,Carrinha,Manual,Sim,,Série 3
8874,2016,Diesel,Usados,8068957598,Ford,,Nacional,75 cv,68 310 km,Citadino,Manual,,Classe 1,
8875,2019,Diesel,Usados,8073032833,Mercedes-Benz,45591,,116 cv,22 474 km,Utilitário,Manual,Sim,,Classe A
8876,2003,Diesel,Usados,8069759399,Hyundai,,,100 cv,165 526 km,Carrinha,Manual,Sim,Classe 1,
8877,2013,Diesel,Usados,8060308466,Skoda,14-NP-20,Nacional,75 cv,73 802 km,Carrinha,Manual,,,
8878,2015,Gasolina,Usados,8075616417,Fiat,32-PL-38,Nacional,69 cv,32 610 km,Pequeno citadino,Manual,Sim,Classe 1,
8879,2013,Diesel,Usados,8074523641,Audi,00-00-00,Importado,150 cv,125 300 km,Utilitário,Manual,,Classe 1,
8880,2010,Diesel,Usados,8075616467,Volvo,,,136 cv,219 232 km,Cabrio,Manual,,Classe 1,
8881,2015,Gasolina,Usados,8050945766,Fiat,,Importado,70 cv,80 500 km,Pequeno citadino,Manual,,Classe 1,
8882,2018,Diesel,Usados,8049154991,Citroën,28-OU-12,Nacional,100 cv,24 343 km,Utilitário,Manual,,,
8883,2016,Diesel,Usados,8075485892,Renault,,Importado,160 cv,55 000 km,Monovolume,Automática,,Classe 1,
8884,2016,Diesel,Usados,8075778900,Renault,,,110 cv,100 000 km,Carrinha,Manual,,Classe 1,
8885,2005,Diesel,Usados,8075616329,Mercedes-Benz,,Nacional,150 cv,169 269 km,Sedan,Manual,,Classe 1,Classe C
8886,2019,Gasolina,Usados,8075616325,Mazda,,Nacional,132 cv,5 km,Cabrio,Manual,,Classe 1,
8887,2015,Diesel,Usados,8075616451,Toyota,89QQ88,Nacional,143 cv,115 000 km,Sedan,Manual,Sim,,
8888,2000,Gasolina,Usados,8075616314,Lancia,,,103 cv,206 957 km,Carrinha,Manual,,,
8889,2019,Gasolina,Usados,8067468861,Citroën,79-XE-53,Nacional,110 cv,21 849 km,Utilitário,Manual,,,
8890,2009,Gasolina,Usados,8069113633,Honda,,Nacional,100 cv,120 022 km,Citadino,Manual,,Classe 1,
8891,2017,Diesel,Usados,8048321910,Volvo,00-TS-00,Nacional,120 cv,98 960 km,Utilitário,Manual,,Classe 1,
8892,2015,Diesel,Usados,8075616454,Renault,,Nacional,110 cv,150 000 km,Carrinha,Manual,Sim,Classe 1,
8893,2019,Gasolina,Usados,8067583008,Citroën,65-XG-19,Nacional,82 cv,19 485 km,Citadino,Manual,,,
8894,2014,Diesel,Usados,8074300392,Citroën,,Importado,115 cv,137 100 km,Monovolume,Manual,Sim,,
8895,2016,Diesel,Usados,8073090376,Renault,,,90 cv,119 000 km,Carrinha,Manual,Sim,Classe 1,
8896,2016,Diesel,Usados,8075616891,Opel,,Nacional,110 cv,159 400 km,Citadino,Manual,,Classe 1,
8897,2018,Diesel,Usados,8075616542,BMW,07-UG-18,,116 cv,33 897 km,Monovolume,Automática,Sim,,Série 2
8898,2002,Gasolina,Usados,8075616095,Citroën,,Nacional,60 cv,212 000 km,Citadino,Manual,,Classe 1,
8899,2019,Diesel,Usados,8070972630,Citroën,25-XL-72,Nacional,130 cv,9 100 km,Monovolume,Manual,Sim,,
8900,2019,Diesel,Usados,8070972630,Citroën,25-XL-72,Nacional,130 cv,9 100 km,Monovolume,Manual,Sim,,
8901,2014,Diesel,Usados,8075277724,Nissan,80-OJ-87,Nacional,110 cv,95 000 km,SUV / TT,Manual,Sim,Classe 1,
8902,2017,Gasolina,Usados,8066471145,Renault,,Nacional,90 cv,57 700 km,SUV / TT,Manual,Sim,Classe 1,
8903,2004,Diesel,Usados,8075612026,Opel,,,150 cv,162 000 km,Sedan,Manual,,Classe 1,
8904,2020,Híbrido (Diesel),Novos,8075616220,Kia,,Nacional,136 cv,1 km,SUV / TT,Automática,Sim,Classe 1,
8905,2003,Gasolina,Usados,8073618749,Mercedes-Benz,,Nacional,163 cv,123 269 km,Cabrio,Automática,,Classe 1,Classe CLK
8906,2002,Diesel,Usados,8075616251,Fiat,13-71-TC,Nacional,60 cv,240 000 km,Citadino,Manual,,,
8907,2018,Diesel,Usados,8074376793,Mercedes-Benz,,,110 cv,46 700 km,Utilitário,Manual,Sim,Classe 1,Classe A
8908,2017,Diesel,Usados,8048321910,Volvo,00-TS-00,Nacional,120 cv,98 960 km,Utilitário,Manual,,Classe 1,
8909,2018,Diesel,Usados,8074376793,Mercedes-Benz,,,110 cv,46 700 km,Utilitário,Manual,Sim,Classe 1,Classe A
8910,2017,Diesel,Usados,8071926199,VW,,Nacional,150 cv,44 025 km,SUV / TT,Automática,,Classe 1,
8911,2008,Gasolina,Usados,8075616683,Peugeot,,,120 cv,102 000 km,Cabrio,Manual,,Classe 1,
8912,2010,Diesel,Usados,8075616572,SEAT,,,105 cv,91 000 km,Monovolume,Manual,,Classe 1,
8913,2018,Gasolina,Usados,8075617160,Fiat,,Nacional,69 cv,43 000 km,Pequeno citadino,Manual,Sim,Classe 1,
8914,2015,Diesel,Usados,8067861743,Volvo,,,120 cv,114 700 km,Utilitário,Manual,Sim,,
8915,2018,Diesel,Usados,8073032836,Mercedes-Benz,45610,,116 cv,29 037 km,Utilitário,Manual,Sim,,Classe A
8916,2016,Diesel,Usados,8075778900,Renault,,,110 cv,100 000 km,Carrinha,Manual,,Classe 1,
8917,2016,Diesel,Usados,8074296929,Ford,,Nacional,999 cv,40 969 km,Citadino,Manual,Sim,,
8918,2018,Gasolina,Usados,8057466744,Citroën,,Nacional,82 cv,29 800 km,SUV / TT,Manual,,Classe 1,
8919,2015,Diesel,Usados,8057214617,Skoda,68-PV-80,Nacional,90 cv,80 934 km,Carrinha,Manual,,Classe 1,
8920,2009,Diesel,Usados,8037036023,Renault,04-IG-04,Nacional,110 cv,146 502 km,Carrinha,Manual,,Classe 1,
8921,2006,Diesel,Usados,8075617549,Audi,,,233 cv,271 000 km,SUV / TT,Automática,,Classe 2,
8922,2019,Diesel,Usados,8075617931,Peugeot,,,130 cv,20 000 km,Monovolume,Automática,,Classe 1,
8923,2019,Híbrido (Gasolina),Usados,8048500932,Toyota,,Nacional,122 cv,30 000 km,SUV / TT,Automática,,Classe 1,
8924,2017,Diesel,Usados,8046494154,Mercedes-Benz,,Nacional,109 cv,45 500 km,Utilitário,Manual,Sim,Classe 1,Classe A
8925,2017,Híbrido (Gasolina),Usados,8075750164,BMW,,Nacional,252 cv,42 000 km,Sedan,Automática,Sim,Classe 1,Série 5
8926,2016,Diesel,Usados,8075617812,Renault,,Nacional,75 cv,119 300 km,Citadino,Manual,,Classe 1,
8927,2016,Diesel,Usados,8057864691,Volvo,99RM30,,88 cv,63 800 km,Utilitário,Manual,,,
8928,2016,Diesel,Usados,8075617429,Citroën,,,120 cv,72 000 km,Monovolume,Automática,Sim,,
8929,2009,Diesel,Usados,8075772009,Mercedes-Benz,,,224 cv,198 000 km,Sedan,Manual,,Classe 1,Classe C
8930,2009,Diesel,Usados,8075772009,Mercedes-Benz,,,224 cv,198 000 km,Sedan,Manual,,Classe 1,Classe C
8931,2010,Diesel,Usados,8048080440,BMW,,Nacional,200 cv,148 000 km,Carrinha,Manual,,Classe 1,Série 5
8932,2016,Diesel,Usados,8075617429,Citroën,,,120 cv,72 000 km,Monovolume,Automática,Sim,,
8933,2003,Diesel,Usados,8075617839,MINI,,,80 cv,225 000 km,Coupé,Manual,,,
8934,2009,Gasolina,Usados,8075617269,Porsche,,Nacional,340 cv,16 857 km,Cabrio,,,,911 (Todos)
8935,2017,Híbrido (Gasolina),Usados,8075750164,BMW,,Nacional,252 cv,42 000 km,Sedan,Automática,Sim,Classe 1,Série 5
8936,2009,Gasolina,Usados,8053397314,Nissan,,Nacional,115 cv,117 060 km,SUV / TT,Manual,,Classe 1,
8937,2016,Diesel,Usados,8054989175,Nissan,34-RO-11,Nacional,110 cv,88 000 km,Utilitário,Manual,,Classe 1,
8938,2014,Diesel,Usados,8010636483,Toyota,17-PC-54,Nacional,124 cv,139 928 km,Carrinha,Manual,,,
8939,2010,Diesel,Usados,8073095147,Nissan,,,81 cv,228 000 km,SUV / TT,Manual,,,
8940,2016,Diesel,Usados,8072321365,Fiat,,,95 cv,99 500 km,Pequeno citadino,Manual,,Classe 1,
8941,2014,Diesel,Usados,8051518506,VW,32-OS-23,Nacional,105 cv,168 230 km,Carrinha,Manual,,,
8942,2012,Diesel,Usados,8075617283,Renault,,Importado,110 cv,170 000 km,Carrinha,Manual,Sim,Classe 1,
8943,2018,Gasolina,Usados,8052116248,Ford,67-VD-44,Nacional,85 cv,25 750 km,Citadino,Manual,Sim,Classe 1,
8944,2016,GPL,Usados,8075617697,Opel,,,70 cv,65 500 km,Citadino,Manual,Sim,Classe 1,
8945,2015,Diesel,Usados,8071051001,Audi,11-QS-04,Nacional,150 cv,53 732 km,Sedan,Manual,,,
8946,2015,Diesel,Usados,8071051001,Audi,11-QS-04,Nacional,150 cv,53 732 km,Sedan,Manual,,,
8947,2014,Diesel,Usados,8050191072,Volvo,51-OM-43,Nacional,181 cv,100 401 km,SUV / TT,Automática,,,
8948,2014,Diesel,Usados,8075617356,Honda,,,120 cv,165 000 km,Utilitário,Manual,,,
8949,2016,Diesel,Usados,8075617429,Citroën,,,120 cv,72 000 km,Monovolume,Automática,Sim,,
8950,2018,Diesel,Usados,8056017097,Kia,54-UF-27,Nacional,115 cv,17 955 km,SUV / TT,Manual,,,
8951,2018,Diesel,Usados,8037115658,Citroën,,Nacional,120 cv,2 500 km,SUV / TT,Manual,,Classe 1,
8952,2018,Gasolina,Usados,8075617160,Fiat,,Nacional,69 cv,43 000 km,Pequeno citadino,Manual,Sim,Classe 1,
8953,2015,Gasolina,Usados,8075617962,Opel,,Nacional,115 cv,45 000 km,Citadino,Manual,Sim,Classe 1,
8954,2008,Diesel,Usados,8071250695,MINI,,Importado,109 cv,97 000 km,Carrinha,Manual,,Classe 1,
8955,2018,Diesel,Usados,8056477691,BMW,,Nacional,116 cv,38 412 km,Utilitário,Manual,,Classe 1,Série 1
8956,2010,Diesel,Usados,8068692984,VW,,Nacional,75 cv,158 247 km,Citadino,Manual,,Classe 1,
8957,2018,Gasolina,Usados,8012490099,Citroën,,Nacional,82 cv,16 000 km,SUV / TT,Manual,,Classe 1,
8958,2014,Diesel,Usados,8062929975,Citroën,65-OJ-97,Nacional,92 cv,170 820 km,Sedan,Manual,,,
8959,2017,Diesel,Usados,8066350746,Ford,63-TB-13,Nacional,75 cv,78 917 km,Citadino,Manual,,Classe 1,
8960,2017,Diesel,Usados,8075618121,Volvo,36TR29,Nacional,190 cv,90 000 km,Sedan,Automática,Sim,,
8961,2015,Diesel,Usados,8065698932,Renault,,Importado,90 cv,109 000 km,SUV / TT,Manual,,,
8962,2019,Diesel,Usados,8063357475,Mazda,85-XJ-79,,115 cv,2 000 km,SUV / TT,Manual,,,
8963,2019,Diesel,Usados,8060057012,Citroën,,,130 cv,6 500 km,Monovolume,Manual,,Classe 1,
8964,2018,Diesel,Usados,8061339037,Citroën,,Nacional,120 cv,11 500 km,SUV / TT,Manual,,Classe 1,
8965,2015,Diesel,Usados,8075748070,Kia,,Nacional,136 cv,91 437 km,Monovolume,Manual,,,
8966,2010,Gasolina,Usados,8063365339,Mitsubishi,,Nacional,95 cv,136 118 km,Citadino,Manual,Sim,Classe 1,
8967,2015,Diesel,Usados,8063362364,BMW,,Nacional,313 cv,53 786 km,Sedan,Automática,Sim,Classe 1,Série 6
8968,2019,Diesel,Usados,8072358901,Citroën,37-XA-03,Nacional,130 cv,20 000 km,Monovolume,Automática,Sim,,
8969,2018,Diesel,Usados,8060057814,Citroën,,Nacional,120 cv,19 800 km,Monovolume,Manual,,Classe 1,
8970,2018,Diesel,Usados,8066342790,Volvo,04-VC-15,Nacional,150 cv,18 300 km,Utilitário,Manual,,Classe 1,
8971,2018,Diesel,Usados,8060057169,Citroën,,Nacional,100 cv,16 500 km,Utilitário,Manual,,Classe 1,
8972,2015,Diesel,Usados,8075748070,Kia,,Nacional,136 cv,91 437 km,Monovolume,Manual,,,
8973,2017,Híbrido (Gasolina),Usados,8061957073,Porsche,,,686 cv,29 000 km,Carrinha,Automática,,Classe 1,
8974,2009,Gasolina,Usados,8053397314,Nissan,,Nacional,115 cv,117 060 km,SUV / TT,Manual,,Classe 1,
8975,2012,Diesel,Usados,8060745260,Mercedes-Benz,,Nacional,265 cv,86 000 km,Coupé,Automática,Sim,Classe 1,Classe CLS
8976,2018,Gasolina,Usados,8066348289,Renault,,,90 cv,45 473 km,Citadino,Manual,,,
8977,2017,Diesel,Usados,8064840540,Audi,,Nacional,150 cv,70 744 km,Carrinha,Automática,,Classe 1,
8978,2018,Diesel,Usados,8057859318,Mazda,,,105 cv,18 000 km,SUV / TT,Manual,Sim,Classe 1,
8979,2016,Diesel,Usados,8074159275,Citroën,,,120 cv,133 000 km,Monovolume,Automática,,,
8980,2019,Diesel,Usados,8072358901,Citroën,37-XA-03,Nacional,130 cv,20 000 km,Monovolume,Automática,Sim,,
8981,2017,Gasolina,Usados,8059030806,Fiat,87-TX-12,Nacional,69 cv,34 276 km,Pequeno citadino,Manual,Sim,Classe 1,
8982,2016,Diesel,Usados,8075618104,Renault,,Nacional,110 cv,162 700 km,Citadino,Manual,,Classe 1,
8983,2017,Diesel,Usados,8067878162,Audi,,Nacional,150 cv,51 969 km,Sedan,Automática,,Classe 1,
8984,2009,Gasolina,Usados,8053397314,Nissan,,Nacional,115 cv,117 060 km,SUV / TT,Manual,,Classe 1,
